genero,grupo_etnico,nivel_educacao_pais,tipo_de_bolsa,fez_curso_preparatorio,pontuacao_matematica,pontuacao_leitura,pontuacao_escrita
mulher,grupo_B,ensino_medio,padrao,S,54,68,78
homem,grupo_B,ensino_superior_completo,padrao,N,70,66,65
mulher,grupo_C,ensino_medio,padrao,N,78,91,86
homem,grupo_E,ensino_fundamental,gratuita,N,40,39,39
mulher,grupo_C,ensino_fundamental,padrao,S,58,69,63
mulher,grupo_E,ensino_superior_continuado,padrao,N,100,100,100
mulher,grupo_D,ensino_superior_mestrado,gratuita,N,74,87,83
homem,grupo_C,ensino_superior_continuado,padrao,S,62,64,62
mulher,grupo_E,ensino_superior_incompleto,padrao,N,54,71,66
homem,grupo_B,ensino_fundamental,gratuita,S,53,52,52
homem,grupo_E,ensino_superior_incompleto,padrao,S,72,56,65
homem,grupo_D,ensino_superior_incompleto,gratuita,S,50,64,63
mulher,grupo_C,ensino_fundamental,gratuita,N,30,41,34
homem,grupo_D,ensino_superior_completo,padrao,N,76,79,75
homem,grupo_C,ensino_superior_continuado,padrao,N,74,73,72
homem,grupo_D,ensino_superior_incompleto,padrao,N,75,74,69
homem,grupo_C,ensino_fundamental,padrao,N,57,48,48
mulher,grupo_B,ensino_medio,padrao,N,52,54,56
mulher,grupo_C,ensino_medio,padrao,N,62,71,68
mulher,grupo_D,ensino_fundamental,gratuita,N,51,58,57
mulher,grupo_C,ensino_superior_completo,padrao,S,74,88,92
homem,grupo_E,ensino_superior_completo,padrao,N,78,70,67
mulher,grupo_A,ensino_superior_continuado,gratuita,N,56,84,73
homem,grupo_D,ensino_superior_completo,padrao,N,100,83,91
homem,grupo_A,ensino_superior_continuado,padrao,S,98,98,95
mulher,grupo_D,ensino_superior_completo,padrao,N,62,64,61
homem,grupo_D,ensino_superior_incompleto,padrao,N,98,91,88
homem,grupo_E,ensino_fundamental,padrao,S,83,68,72
homem,grupo_B,ensino_superior_incompleto,gratuita,S,85,83,83
homem,grupo_B,ensino_superior_completo,gratuita,N,69,76,71
mulher,grupo_C,ensino_superior_incompleto,padrao,N,66,73,71
mulher,grupo_A,ensino_superior_completo,gratuita,S,55,63,68
mulher,grupo_C,ensino_superior_completo,gratuita,S,58,87,81
homem,grupo_B,ensino_superior_continuado,padrao,S,89,85,88
homem,grupo_D,ensino_superior_incompleto,gratuita,N,48,55,46
homem,grupo_C,ensino_superior_incompleto,padrao,N,75,74,73
mulher,grupo_C,ensino_superior_continuado,gratuita,N,55,76,71
mulher,grupo_D,ensino_medio,gratuita,S,51,60,58
homem,grupo_D,ensino_superior_completo,padrao,S,54,56,53
homem,grupo_E,ensino_medio,padrao,N,85,69,69
homem,grupo_D,ensino_medio,gratuita,S,61,60,63
mulher,grupo_D,ensino_superior_continuado,padrao,S,74,73,76
homem,grupo_A,ensino_superior_continuado,gratuita,N,53,47,44
homem,grupo_B,ensino_fundamental,padrao,N,59,54,50
mulher,grupo_A,ensino_superior_completo,padrao,N,71,81,77
homem,grupo_D,ensino_fundamental,gratuita,N,75,64,64
homem,grupo_D,ensino_superior_incompleto,padrao,N,52,45,43
mulher,grupo_A,ensino_superior_completo,padrao,S,52,69,76
mulher,grupo_C,ensino_superior_incompleto,padrao,S,75,85,89
mulher,grupo_E,ensino_superior_mestrado,gratuita,N,67,71,70
mulher,grupo_B,ensino_superior_continuado,gratuita,N,56,62,69
homem,grupo_D,ensino_superior_mestrado,padrao,N,32,38,30
homem,grupo_C,ensino_superior_mestrado,padrao,N,72,77,75
homem,grupo_C,ensino_fundamental,gratuita,S,36,48,41
homem,grupo_B,ensino_superior_incompleto,gratuita,N,78,75,73
mulher,grupo_D,ensino_superior_continuado,padrao,S,98,95,100
homem,grupo_D,ensino_fundamental,gratuita,N,41,37,34
homem,grupo_E,ensino_superior_incompleto,padrao,N,82,70,75
homem,grupo_E,ensino_superior_completo,padrao,N,79,65,63
homem,grupo_C,ensino_superior_completo,padrao,N,78,82,70
mulher,grupo_C,ensino_superior_continuado,gratuita,S,73,80,76
mulher,grupo_C,ensino_superior_continuado,padrao,N,44,53,52
mulher,grupo_C,ensino_medio,padrao,N,39,48,44
mulher,grupo_A,ensino_fundamental,padrao,N,74,87,80
homem,grupo_D,ensino_superior_completo,padrao,N,71,58,63
mulher,grupo_B,ensino_fundamental,padrao,N,74,81,79
homem,grupo_C,ensino_medio,padrao,N,81,68,60
homem,grupo_D,ensino_superior_incompleto,gratuita,N,54,57,56
homem,grupo_C,ensino_fundamental,gratuita,N,29,41,29
homem,grupo_C,ensino_fundamental,padrao,S,72,54,52
homem,grupo_B,ensino_fundamental,padrao,S,51,41,42
mulher,grupo_E,ensino_medio,padrao,N,41,50,46
mulher,grupo_C,ensino_superior_incompleto,gratuita,N,35,53,47
homem,grupo_C,ensino_medio,gratuita,N,48,42,41
mulher,grupo_B,ensino_superior_incompleto,gratuita,S,64,74,63
mulher,grupo_D,ensino_superior_continuado,padrao,S,79,91,97
homem,grupo_B,ensino_superior_completo,gratuita,N,43,45,32
homem,grupo_D,ensino_superior_completo,padrao,N,84,80,74
homem,grupo_C,ensino_superior_continuado,gratuita,S,77,81,83
homem,grupo_D,ensino_superior_continuado,padrao,N,94,97,96
homem,grupo_B,ensino_medio,padrao,S,65,67,66
homem,grupo_E,ensino_fundamental,gratuita,N,78,71,62
homem,grupo_E,ensino_medio,padrao,N,84,73,70
mulher,grupo_D,ensino_superior_incompleto,gratuita,S,78,89,95
mulher,grupo_C,ensino_superior_incompleto,padrao,N,69,84,72
homem,grupo_D,ensino_fundamental,padrao,S,84,84,84
homem,grupo_C,ensino_superior_incompleto,padrao,N,76,74,63
homem,grupo_C,ensino_superior_completo,padrao,S,59,58,61
mulher,grupo_B,ensino_medio,padrao,N,57,61,59
mulher,grupo_B,ensino_fundamental,padrao,N,46,58,53
mulher,grupo_E,ensino_superior_completo,gratuita,N,67,59,65
mulher,grupo_C,ensino_superior_completo,padrao,S,62,87,85
homem,grupo_E,ensino_superior_incompleto,gratuita,N,80,68,65
mulher,grupo_D,ensino_superior_completo,gratuita,S,68,67,80
mulher,grupo_D,ensino_medio,padrao,N,66,54,54
mulher,grupo_C,ensino_superior_mestrado,padrao,N,89,100,95
homem,grupo_C,ensino_superior_completo,padrao,N,65,71,63
homem,grupo_B,ensino_superior_continuado,padrao,N,72,61,59
homem,grupo_D,ensino_superior_mestrado,padrao,N,79,77,70
mulher,grupo_B,ensino_superior_completo,padrao,N,46,47,50
mulher,grupo_D,ensino_superior_incompleto,padrao,N,62,70,69
mulher,grupo_B,ensino_superior_completo,padrao,S,60,71,76
homem,grupo_B,ensino_superior_incompleto,gratuita,S,62,57,61
homem,grupo_D,ensino_superior_mestrado,padrao,N,94,83,87
homem,grupo_D,ensino_medio,padrao,S,85,80,81
mulher,grupo_D,ensino_medio,gratuita,N,50,72,71
mulher,grupo_C,ensino_fundamental,gratuita,S,66,71,71
mulher,grupo_D,ensino_medio,gratuita,S,83,96,97
homem,grupo_C,ensino_fundamental,padrao,N,95,89,77
homem,grupo_B,ensino_medio,padrao,S,71,78,64
homem,grupo_C,ensino_superior_continuado,padrao,N,80,76,73
mulher,grupo_D,ensino_superior_completo,padrao,N,52,61,66
homem,grupo_C,ensino_medio,padrao,N,50,52,49
homem,grupo_B,ensino_medio,padrao,N,76,74,62
homem,grupo_C,ensino_superior_continuado,gratuita,N,73,67,65
mulher,grupo_B,ensino_superior_completo,gratuita,S,24,50,49
homem,grupo_B,ensino_fundamental,gratuita,N,70,62,61
mulher,grupo_E,ensino_superior_incompleto,padrao,N,53,53,57
mulher,grupo_C,ensino_superior_continuado,padrao,S,82,85,95
mulher,grupo_D,ensino_superior_incompleto,padrao,N,86,91,85
homem,grupo_B,ensino_superior_incompleto,padrao,N,78,78,63
mulher,grupo_C,ensino_superior_incompleto,padrao,S,64,75,81
mulher,grupo_D,ensino_superior_incompleto,gratuita,S,68,85,85
mulher,grupo_A,ensino_superior_completo,gratuita,S,59,79,74
mulher,grupo_E,ensino_superior_completo,gratuita,N,51,68,60
homem,grupo_D,ensino_medio,padrao,S,76,75,78
mulher,grupo_D,ensino_superior_incompleto,padrao,N,79,74,82
mulher,grupo_D,ensino_superior_mestrado,gratuita,N,51,63,65
mulher,grupo_A,ensino_superior_completo,padrao,N,68,86,83
homem,grupo_D,ensino_superior_completo,padrao,N,66,66,61
homem,grupo_D,ensino_superior_continuado,padrao,N,84,78,79
homem,grupo_D,ensino_superior_incompleto,gratuita,S,64,67,67
mulher,grupo_D,ensino_superior_completo,padrao,S,74,77,82
mulher,grupo_C,ensino_superior_continuado,padrao,N,75,82,83
mulher,grupo_C,ensino_superior_incompleto,padrao,N,60,60,67
mulher,grupo_B,ensino_fundamental,padrao,S,75,83,83
homem,grupo_C,ensino_superior_incompleto,padrao,N,79,67,60
mulher,grupo_C,ensino_medio,padrao,S,64,75,72
homem,grupo_C,ensino_superior_incompleto,gratuita,S,54,45,47
mulher,grupo_E,ensino_medio,gratuita,N,74,76,79
mulher,grupo_D,ensino_superior_mestrado,padrao,S,92,96,100
mulher,grupo_D,ensino_superior_continuado,padrao,N,71,76,72
mulher,grupo_A,ensino_superior_incompleto,padrao,N,53,71,69
homem,grupo_E,ensino_superior_incompleto,padrao,S,94,86,81
homem,grupo_C,ensino_superior_incompleto,padrao,S,90,87,87
mulher,grupo_C,ensino_superior_completo,gratuita,S,35,44,47
mulher,grupo_D,ensino_superior_incompleto,padrao,N,49,69,62
mulher,grupo_A,ensino_superior_completo,padrao,N,70,79,77
mulher,grupo_D,ensino_medio,gratuita,N,58,73,71
mulher,grupo_D,ensino_medio,padrao,N,74,78,77
homem,grupo_E,ensino_superior_completo,gratuita,N,72,70,67
homem,grupo_D,ensino_medio,gratuita,S,59,70,64
mulher,grupo_E,ensino_superior_completo,padrao,S,80,85,85
mulher,grupo_D,ensino_fundamental,padrao,S,66,80,79
mulher,grupo_D,ensino_medio,padrao,N,54,65,62
mulher,grupo_E,ensino_superior_continuado,padrao,N,93,95,95
mulher,grupo_E,ensino_superior_incompleto,padrao,S,68,68,71
homem,grupo_C,ensino_superior_completo,padrao,S,75,74,74
homem,grupo_C,ensino_medio,gratuita,S,72,71,77
homem,grupo_C,ensino_fundamental,gratuita,S,46,43,51
homem,grupo_E,ensino_superior_completo,padrao,N,90,79,73
homem,grupo_D,ensino_superior_completo,gratuita,N,63,68,63
mulher,grupo_E,ensino_superior_completo,padrao,S,88,98,96
homem,grupo_C,ensino_superior_mestrado,gratuita,N,49,57,47
mulher,grupo_B,ensino_superior_mestrado,padrao,S,75,89,90
homem,grupo_C,ensino_medio,padrao,S,89,86,89
mulher,grupo_D,ensino_fundamental,padrao,S,44,59,57
homem,grupo_C,ensino_superior_incompleto,padrao,N,86,86,83
homem,grupo_C,ensino_medio,padrao,S,93,96,86
mulher,grupo_D,ensino_superior_incompleto,padrao,N,62,60,69
mulher,grupo_C,ensino_superior_mestrado,padrao,S,61,70,73
homem,grupo_B,ensino_superior_continuado,padrao,N,71,66,57
homem,grupo_C,ensino_superior_completo,gratuita,N,46,55,58
mulher,grupo_C,ensino_fundamental,padrao,S,63,74,79
mulher,grupo_C,ensino_superior_continuado,gratuita,N,78,86,76
mulher,grupo_D,ensino_superior_incompleto,padrao,N,64,78,78
homem,grupo_D,ensino_fundamental,padrao,S,63,55,57
homem,grupo_C,ensino_superior_completo,padrao,S,73,82,79
mulher,grupo_C,ensino_superior_completo,padrao,N,62,72,70
homem,grupo_E,ensino_superior_incompleto,padrao,N,86,66,65
mulher,grupo_A,ensino_superior_continuado,padrao,S,76,83,87
mulher,grupo_D,ensino_superior_incompleto,padrao,N,56,68,64
homem,grupo_A,ensino_superior_continuado,padrao,N,86,87,82
mulher,grupo_B,ensino_superior_incompleto,padrao,N,58,57,71
homem,grupo_D,ensino_superior_incompleto,padrao,S,74,73,79
mulher,grupo_D,ensino_fundamental,padrao,S,43,59,66
mulher,grupo_B,ensino_superior_mestrado,padrao,N,54,62,62
homem,grupo_B,ensino_fundamental,padrao,N,55,52,46
homem,grupo_B,ensino_superior_completo,padrao,N,63,50,50
homem,grupo_B,ensino_superior_continuado,gratuita,N,61,65,58
mulher,grupo_B,ensino_superior_continuado,padrao,N,71,81,78
homem,grupo_D,ensino_medio,padrao,N,56,51,46
homem,grupo_D,ensino_superior_mestrado,padrao,N,89,86,83
mulher,grupo_E,ensino_medio,padrao,S,84,99,95
homem,grupo_D,ensino_medio,gratuita,N,62,61,57
mulher,grupo_E,ensino_superior_incompleto,gratuita,N,57,65,64
homem,grupo_D,ensino_superior_incompleto,gratuita,N,51,50,38
mulher,grupo_C,ensino_superior_completo,padrao,N,61,63,58
homem,grupo_D,ensino_superior_incompleto,gratuita,N,80,78,78
mulher,grupo_D,ensino_fundamental,gratuita,N,83,91,90
mulher,grupo_D,ensino_superior_incompleto,padrao,N,79,85,89
mulher,grupo_C,ensino_fundamental,padrao,S,60,79,77
homem,grupo_B,ensino_medio,padrao,S,70,72,70
homem,grupo_D,ensino_superior_incompleto,padrao,S,77,63,66
homem,grupo_C,ensino_superior_continuado,padrao,S,92,81,87
mulher,grupo_C,ensino_fundamental,gratuita,S,38,43,48
mulher,grupo_E,ensino_superior_completo,padrao,N,77,66,68
homem,grupo_B,ensino_superior_continuado,gratuita,S,88,78,86
mulher,grupo_C,ensino_superior_completo,padrao,N,80,95,96
mulher,grupo_B,ensino_superior_mestrado,gratuita,S,62,69,75
mulher,grupo_C,ensino_medio,padrao,S,78,87,92
homem,grupo_C,ensino_fundamental,padrao,S,59,58,55
mulher,grupo_E,ensino_superior_continuado,padrao,N,94,89,89
homem,grupo_C,ensino_fundamental,gratuita,N,47,57,53
mulher,grupo_D,ensino_superior_incompleto,gratuita,N,53,63,66
mulher,grupo_B,ensino_superior_completo,padrao,N,60,70,70
homem,grupo_D,ensino_medio,gratuita,S,38,42,44
homem,grupo_B,ensino_fundamental,gratuita,N,31,40,33
homem,grupo_B,ensino_superior_mestrado,gratuita,N,86,88,87
homem,grupo_E,ensino_fundamental,padrao,N,83,66,68
mulher,grupo_C,ensino_superior_incompleto,padrao,N,51,66,64
mulher,grupo_D,ensino_medio,gratuita,N,54,69,63
mulher,grupo_C,ensino_superior_completo,gratuita,N,59,79,75
mulher,grupo_D,ensino_superior_incompleto,padrao,N,91,91,91
mulher,grupo_B,ensino_superior_incompleto,padrao,N,58,77,73
homem,grupo_A,ensino_fundamental,gratuita,N,47,52,53
homem,grupo_C,ensino_superior_completo,padrao,N,70,67,67
mulher,grupo_C,ensino_superior_continuado,gratuita,S,66,78,78
mulher,grupo_E,ensino_fundamental,padrao,N,68,62,64
mulher,grupo_C,ensino_medio,padrao,S,74,80,88
homem,grupo_D,ensino_superior_incompleto,padrao,N,61,58,62
mulher,grupo_C,ensino_superior_incompleto,gratuita,N,66,71,71
mulher,grupo_D,ensino_superior_incompleto,padrao,S,77,81,88
mulher,grupo_B,ensino_fundamental,gratuita,N,42,51,45
homem,grupo_D,ensino_medio,gratuita,S,54,64,62
mulher,grupo_D,ensino_superior_incompleto,padrao,S,79,87,89
homem,grupo_E,ensino_medio,gratuita,N,68,55,52
homem,grupo_D,ensino_superior_continuado,padrao,N,94,88,88
mulher,grupo_C,ensino_fundamental,padrao,S,64,78,75
mulher,grupo_B,ensino_superior_continuado,padrao,S,82,83,87
mulher,grupo_C,ensino_superior_incompleto,padrao,N,86,93,91
mulher,grupo_C,ensino_fundamental,padrao,N,82,90,91
mulher,grupo_D,ensino_superior_completo,gratuita,S,68,89,92
mulher,grupo_C,ensino_superior_incompleto,padrao,S,74,94,87
mulher,grupo_C,ensino_medio,gratuita,N,74,77,71
homem,grupo_B,ensino_medio,gratuita,S,42,46,43
homem,grupo_C,ensino_superior_continuado,padrao,S,77,74,77
homem,grupo_C,ensino_superior_completo,padrao,N,52,54,53
homem,grupo_B,ensino_superior_incompleto,padrao,N,51,38,44
mulher,grupo_C,ensino_fundamental,padrao,N,48,58,58
mulher,grupo_D,ensino_superior_completo,padrao,N,65,75,74
mulher,grupo_E,ensino_superior_incompleto,padrao,N,100,93,100
mulher,grupo_B,ensino_superior_incompleto,padrao,N,54,60,54
mulher,grupo_B,ensino_superior_incompleto,gratuita,N,52,69,63
homem,grupo_A,ensino_fundamental,padrao,S,60,56,56
mulher,grupo_D,ensino_superior_completo,padrao,N,60,62,71
mulher,grupo_D,ensino_superior_completo,padrao,S,95,100,100
mulher,grupo_C,ensino_superior_incompleto,padrao,N,56,68,67
mulher,grupo_C,ensino_superior_continuado,gratuita,S,85,98,97
homem,grupo_A,ensino_superior_incompleto,gratuita,S,79,89,84
homem,grupo_B,ensino_superior_continuado,padrao,N,50,48,41
homem,grupo_E,ensino_medio,padrao,S,81,78,77
homem,grupo_B,ensino_medio,padrao,N,85,77,69
homem,grupo_E,ensino_medio,padrao,S,94,88,84
mulher,grupo_D,ensino_superior_incompleto,padrao,N,75,91,85
mulher,grupo_D,ensino_medio,gratuita,N,45,45,47
mulher,grupo_D,ensino_fundamental,gratuita,N,44,61,60
homem,grupo_D,ensino_fundamental,padrao,S,65,56,63
homem,grupo_B,ensino_superior_continuado,padrao,N,84,77,69
mulher,grupo_D,ensino_medio,padrao,S,72,90,93
mulher,grupo_D,ensino_medio,gratuita,S,84,93,98
homem,grupo_E,ensino_superior_mestrado,gratuita,S,87,84,91
mulher,grupo_B,ensino_fundamental,padrao,S,79,90,81
homem,grupo_C,ensino_fundamental,gratuita,S,41,41,40
mulher,grupo_C,ensino_superior_completo,padrao,S,74,80,79
homem,grupo_A,ensino_superior_incompleto,padrao,N,72,66,58
mulher,grupo_D,ensino_medio,padrao,N,70,71,79
homem,grupo_D,ensino_fundamental,gratuita,N,40,48,43
mulher,grupo_D,ensino_medio,padrao,S,48,53,59
mulher,grupo_C,ensino_superior_completo,padrao,S,78,94,86
homem,grupo_D,ensino_superior_completo,padrao,N,73,62,58
mulher,grupo_E,ensino_superior_incompleto,padrao,S,100,100,100
mulher,grupo_C,ensino_medio,gratuita,S,51,71,69
homem,grupo_D,ensino_medio,padrao,S,90,81,86
mulher,grupo_C,ensino_superior_incompleto,padrao,N,32,47,37
homem,grupo_C,ensino_superior_incompleto,padrao,N,50,54,51
homem,grupo_C,ensino_superior_completo,padrao,S,84,63,63
homem,grupo_A,ensino_superior_completo,padrao,N,57,51,50
homem,grupo_C,ensino_superior_incompleto,padrao,N,60,59,55
mulher,grupo_B,ensino_medio,padrao,S,49,52,62
homem,grupo_E,ensino_superior_completo,gratuita,S,74,70,71
mulher,grupo_D,ensino_medio,padrao,N,41,52,57
homem,grupo_C,ensino_fundamental,padrao,S,96,86,89
homem,grupo_C,ensino_fundamental,padrao,N,54,50,45
homem,grupo_A,ensino_superior_continuado,gratuita,N,59,57,53
homem,grupo_B,ensino_superior_continuado,padrao,S,75,76,72
mulher,grupo_D,ensino_superior_mestrado,padrao,S,96,100,100
homem,grupo_B,ensino_medio,padrao,S,31,23,27
mulher,grupo_B,ensino_medio,padrao,S,68,75,72
homem,grupo_B,ensino_fundamental,gratuita,N,76,75,67
mulher,grupo_A,ensino_superior_completo,gratuita,N,31,43,47
homem,grupo_B,ensino_fundamental,gratuita,N,60,61,58
mulher,grupo_B,ensino_superior_incompleto,padrao,N,66,77,70
mulher,grupo_A,ensino_fundamental,padrao,N,56,62,64
homem,grupo_A,ensino_superior_incompleto,gratuita,N,77,74,71
mulher,grupo_B,ensino_superior_incompleto,gratuita,S,62,79,81
mulher,grupo_C,ensino_superior_continuado,padrao,N,74,70,66
homem,grupo_B,ensino_medio,gratuita,S,59,81,72
mulher,grupo_D,ensino_superior_continuado,gratuita,N,65,66,72
mulher,grupo_B,ensino_superior_incompleto,padrao,S,81,97,99
mulher,grupo_C,ensino_superior_incompleto,padrao,N,40,50,49
homem,grupo_D,ensino_superior_continuado,padrao,N,97,86,79
homem,grupo_E,ensino_superior_incompleto,padrao,N,69,55,52
mulher,grupo_B,ensino_fundamental,padrao,N,56,67,62
mulher,grupo_D,ensino_fundamental,padrao,N,72,70,69
mulher,grupo_E,ensino_superior_incompleto,padrao,S,76,80,82
homem,grupo_D,ensino_superior_incompleto,padrao,N,64,59,60
mulher,grupo_B,ensino_superior_completo,padrao,N,74,71,75
mulher,grupo_D,ensino_superior_completo,gratuita,S,45,52,56
homem,grupo_E,ensino_fundamental,padrao,N,76,61,58
homem,grupo_B,ensino_superior_mestrado,gratuita,N,61,60,57
homem,grupo_C,ensino_superior_continuado,padrao,N,87,74,73
homem,grupo_E,ensino_superior_incompleto,padrao,N,100,96,90
homem,grupo_D,ensino_superior_mestrado,padrao,N,81,79,77
mulher,grupo_E,ensino_medio,padrao,N,74,77,72
mulher,grupo_C,ensino_fundamental,padrao,N,56,71,65
homem,grupo_D,ensino_medio,padrao,S,100,82,94
homem,grupo_B,ensino_medio,padrao,N,75,69,71
homem,grupo_A,ensino_fundamental,gratuita,N,51,57,53
homem,grupo_A,ensino_medio,padrao,S,51,53,55
mulher,grupo_A,ensino_superior_mestrado,padrao,N,53,68,70
mulher,grupo_C,ensino_medio,gratuita,S,55,71,74
homem,grupo_D,ensino_fundamental,padrao,N,70,65,58
mulher,grupo_C,ensino_superior_completo,padrao,N,48,47,53
homem,grupo_C,ensino_superior_completo,padrao,N,78,84,74
homem,grupo_B,ensino_superior_continuado,padrao,N,75,76,77
mulher,grupo_B,ensino_superior_incompleto,padrao,N,59,66,61
homem,grupo_D,ensino_superior_incompleto,gratuita,S,63,56,61
homem,grupo_D,ensino_superior_mestrado,padrao,N,87,73,82
mulher,grupo_C,ensino_superior_completo,padrao,N,90,100,100
mulher,grupo_D,ensino_superior_continuado,padrao,N,48,53,50
homem,grupo_D,ensino_superior_completo,padrao,S,68,66,71
homem,grupo_E,ensino_superior_mestrado,padrao,S,98,93,96
mulher,grupo_D,ensino_medio,padrao,S,76,93,89
mulher,grupo_B,ensino_superior_mestrado,gratuita,N,69,78,77
homem,grupo_D,ensino_fundamental,padrao,S,86,87,84
homem,grupo_C,ensino_superior_mestrado,padrao,N,56,49,46
homem,grupo_D,ensino_superior_incompleto,padrao,N,59,52,55
homem,grupo_A,ensino_superior_mestrado,padrao,N,82,72,76
homem,grupo_A,ensino_superior_continuado,gratuita,N,50,53,46
mulher,grupo_E,ensino_medio,gratuita,N,59,66,63
mulher,grupo_B,ensino_superior_completo,gratuita,N,44,59,59
homem,grupo_B,ensino_superior_continuado,padrao,N,93,92,85
mulher,grupo_A,ensino_fundamental,padrao,N,51,56,51
mulher,grupo_D,ensino_medio,gratuita,S,54,68,67
homem,grupo_C,ensino_fundamental,padrao,S,59,59,53
homem,grupo_D,ensino_superior_incompleto,gratuita,N,50,53,48
homem,grupo_A,ensino_fundamental,padrao,N,53,45,41
mulher,grupo_D,ensino_superior_incompleto,padrao,N,83,94,89
mulher,grupo_E,ensino_medio,padrao,S,99,99,100
mulher,grupo_C,ensino_fundamental,padrao,N,58,63,60
homem,grupo_B,ensino_superior_continuado,padrao,S,96,90,98
mulher,grupo_C,ensino_superior_incompleto,gratuita,N,45,61,58
homem,grupo_C,ensino_medio,padrao,N,73,67,62
mulher,grupo_E,ensino_superior_mestrado,padrao,S,100,100,100
mulher,grupo_C,ensino_fundamental,padrao,N,51,56,55
mulher,grupo_B,ensino_superior_mestrado,gratuita,S,90,98,98
mulher,grupo_D,ensino_superior_completo,padrao,N,52,66,64
mulher,grupo_B,ensino_superior_completo,padrao,N,70,76,80
homem,grupo_E,ensino_superior_completo,padrao,N,87,79,78
homem,grupo_D,ensino_medio,padrao,N,68,55,55
homem,grupo_C,ensino_superior_mestrado,padrao,N,68,65,59
mulher,grupo_D,ensino_fundamental,padrao,N,54,71,72
